tree_name	euk_clade_rep	prok_taxa	c-ELW
EP00792P008790	EP00771P001510	Bacillota	0.0168
EP00792P008790	EP00771P001510	FCB group	2.25e-189
EP00792P010501	EP01013P012162	Spirochaetota	0.131
EP00792P010501	EP01013P012162	Deinococcota	0.00808
EP00792P010501	EP01013P012162	Campylobacterota	0.0988
EP00792P010501	EP01013P012162	Gammaproteobacteria	0.00919
EP00792P010501	EP01013P012162	PVC group	0.0147
EP00792P010501	EP01013P012162	FCB group	0.437
EP00792P010501	EP01013P012162	FCB group	0.00761
EP00792P010501	EP01013P012162	Bacillota	0.104
EP00792P010501	EP01013P012162	PVC group	0.0349
EP00792P010501	EP01013P012162	FCB group	0.0532
EP00792P010501	EP01013P012162	Gammaproteobacteria	0.0926
EP00792P010501	EP01013P012162	Euryarchaeota	0.00999
EP00792P012281	EP00792P012281	Asgard	0.0205
EP00792P012281	EP00792P012281	Asgard	0.0055
EP00792P012281	EP00792P012281	Asgard	0.000277
EP00792P012281	EP00792P012281	Asgard	0.00788
EP00792P012281	EP00792P012281	Spirochaetota	0.846
EP00792P012281	EP00792P012281	TACK group	0.0107
EP00792P012281	EP00792P012281	Euryarchaeota	0.0409
EP00792P012281	EP00792P012281	TACK group	0.0094
EP00792P012281	EP00792P012281	TACK group	0.00173
EP00792P012281	EP00792P012281	TACK group	0.000516
EP00792P012281	EP00792P012281	Euryarchaeota	0.0565
EP00792P012480	EP00706P007223	Mycoplasmatota	0.488
EP00792P012480	EP00706P007223	Mycoplasmatota	0.0545
EP00792P012480	EP00706P007223	Mycoplasmatota	0.458
EP00792P013003	EP00012P009486	Bacillota	1.0
EP00792P013003	EP00986P019757	Bacillota	1.0
EP00792P013335	EP01029P015694	Thermodesulfobacteriota	0.0692
EP00792P013335	EP01029P015694	Gammaproteobacteria	0.0749
EP00792P013335	EP01029P015694	Campylobacterota	0.635
EP00792P013335	EP01029P015694	Thermodesulfobacteriota	0.221
EP00792P013831	EP00132P000604	Asgard	4.78e-61
EP00792P013831	EP00132P000604	TACK group	3.7e-62
EP00792P013831	EP00132P000604	Bacillota	3.0400000000000002e-56
EP00792P013831	EP00132P000604	Actinomycetota	7.49e-18
EP00792P013831	EP00132P000604	Bacillota	2.0300000000000002e-65
EP00792P013831	EP00132P000604	Actinomycetota	1.62e-52
EP00792P013831	EP00132P000604	Thermotogae	2.6e-56
EP00792P013831	EP00132P000604	Actinomycetota	1.31e-11
EP00792P013831	EP00132P000604	Alphaproteobacteria	2.19e-20
EP00792P013831	EP00132P000604	Actinomycetota	0.268
EP00792P013831	EP00132P000604	Bacillota	8.96e-65
EP00792P013831	EP00132P000604	Bacillota	0.732
EP00792P013831	EP01084P028349	Asgard	0.00397
EP00792P013831	EP01084P028349	TACK group	0.00397
EP00792P013831	EP01084P028349	Bacillota	0.00168
EP00792P013831	EP01084P028349	Actinomycetota	0.338
EP00792P013831	EP01084P028349	Bacillota	0.0014
EP00792P013831	EP01084P028349	Actinomycetota	0.00313
EP00792P013831	EP01084P028349	Thermotogae	0.00969
EP00792P013831	EP01084P028349	Actinomycetota	0.0175
EP00792P013831	EP01084P028349	Alphaproteobacteria	0.156
EP00792P013831	EP01084P028349	Actinomycetota	0.23
EP00792P013831	EP01084P028349	Bacillota	0.00195
EP00792P013831	EP01084P028349	Bacillota	0.233
EP00793P002643	EP00895P006613	Cyanobacteriota	1.0
EP00793P002643	EP00271P003596	Cyanobacteriota	1.0
EP00793P004234	EP00160P006492	Alphaproteobacteria	0.274
EP00793P004234	EP00160P006492	PVC group	2.03e-41
EP00793P004234	EP00160P006492	Alphaproteobacteria	0.0596
EP00793P004234	EP00160P006492	Alphaproteobacteria	2.68e-06
EP00793P004234	EP00160P006492	FCB group	0.0965
EP00793P004234	EP00160P006492	Chloroflexota	0.000149
EP00793P004234	EP00160P006492	Betaproteobacteria	0.0931
EP00793P004234	EP00160P006492	FCB group	3.01e-49
EP00793P004234	EP00160P006492	FCB group	0.0305
EP00793P004234	EP00160P006492	Bacillota	0.00454
EP00793P004234	EP00160P006492	Deinococcota	0.361
EP00793P004234	EP00160P006492	Alphaproteobacteria	0.0802
EP00793P004971	EP00014P006954	Bdellovibrionota	0.5
EP00793P004971	EP00014P006954	Actinomycetota	0.5
EP00793P004971	EP00027P006851	Bdellovibrionota	0.5
EP00793P004971	EP00027P006851	Actinomycetota	0.5
EP00793P004971	XP_001581832.1	Bdellovibrionota	0.5
EP00793P004971	XP_001581832.1	Actinomycetota	0.5
EP00793P005692	EP00076P036953	Asgard	0.143
EP00793P005692	EP00076P036953	Actinomycetota	0.0715
EP00793P005692	EP00076P036953	Asgard	0.146
EP00793P005692	EP00076P036953	Thermoplasmata	0.0235
EP00793P005692	EP00076P036953	Euryarchaeota	0.00324
EP00793P005692	EP00076P036953	Bacillota	0.072
EP00793P005692	EP00076P036953	Chloroflexota	0.17
EP00793P005692	EP00076P036953	Chloroflexota	0.0248
EP00793P005692	EP00076P036953	Deinococcota	0.0556
EP00793P005692	EP00076P036953	PVC group	0.0454
EP00793P005692	EP00076P036953	Actinomycetota	0.0929
EP00793P005692	EP00076P036953	Euryarchaeota	0.151
EP00793P005692	EP00189P000136	Asgard	0.133
EP00793P005692	EP00189P000136	Asgard	0.106
EP00793P005692	EP00189P000136	Asgard	0.0611
EP00793P005692	EP00189P000136	Actinomycetota	0.0411
EP00793P005692	EP00189P000136	PVC group	0.132
EP00793P005692	EP00189P000136	Spirochaetota	0.0672
EP00793P005692	EP00189P000136	Euryarchaeota	0.0482
EP00793P005692	EP00189P000136	Chloroflexota	0.00126
EP00793P005692	EP00189P000136	PVC group	0.109
EP00793P005692	EP00189P000136	Bacillota	0.157
EP00793P005692	EP00189P000136	Actinomycetota	0.0945
EP00793P005692	EP00189P000136	Acidobacteriota	0.0501
EP00793P005692	XP_031480771.1	Campylobacterota	0.197
EP00793P005692	XP_031480771.1	Asgard	0.0666
EP00793P005692	XP_031480771.1	Nitrospirota	0.0308
EP00793P005692	XP_031480771.1	Bacillota	0.00453
EP00793P005692	XP_031480771.1	Bacillota	0.105
EP00793P005692	XP_031480771.1	Thermodesulfobacteriota	0.0216
EP00793P005692	XP_031480771.1	Chloroflexota	0.00673
EP00793P005692	XP_031480771.1	Cyanobacteriota	0.0336
EP00793P005692	XP_031480771.1	Actinomycetota	0.0302
EP00793P005692	XP_031480771.1	TACK group	0.000563
EP00793P005692	XP_031480771.1	Myxococcota	0.47
EP00793P005692	XP_031480771.1	Alphaproteobacteria	0.0331
EP00793P005811	EP00850P000979	Cyanobacteriota	1.0
EP00793P006414	EP00231P000151	Chloroflexota	0.0866
EP00793P006414	EP00231P000151	Nitrospirota	0.00882
EP00793P006414	EP00231P000151	PVC group	0.0137
EP00793P006414	EP00231P000151	Campylobacterota	0.163
EP00793P006414	EP00231P000151	Chloroflexota	0.023
EP00793P006414	EP00231P000151	Bacillota	0.0221
EP00793P006414	EP00231P000151	Cyanobacteriota	0.257
EP00793P006414	EP00231P000151	Acidobacteriota	0.0297
EP00793P006414	EP00231P000151	Thermodesulfobacteriota	0.135
EP00793P006414	EP00231P000151	Cyanobacteriota	0.153
EP00793P006414	EP00231P000151	Actinomycetota	0.0397
EP00793P006414	EP00231P000151	Bacillota	0.0678
EP00793P006414	EP01132P000240	PVC group	3.73e-10
EP00793P006414	EP01132P000240	FCB group	2.11e-14
EP00793P006414	EP01132P000240	FCB group	9.04e-22
EP00793P006414	EP01132P000240	FCB group	4.39e-27
EP00793P006414	EP01132P000240	Betaproteobacteria	0.000657
EP00793P006414	EP01132P000240	Thermodesulfobacteriota	0.000654
EP00793P006414	EP01132P000240	FCB group	0.176
EP00793P006414	EP01132P000240	FCB group	0.00251
EP00793P006414	EP01132P000240	Thermodesulfobacteriota	1.9300000000000007e-21
EP00793P006414	EP01132P000240	Acidobacteriota	9.89e-05
EP00793P006414	EP01132P000240	FCB group	0.00175
EP00793P006414	EP01132P000240	FCB group	0.819
EP00793P006445	EP00372P000196	Asgard	0.0743
EP00793P006445	EP00372P000196	Thermoplasmata	0.205
EP00793P006445	EP00372P000196	Asgard	0.421
EP00793P006445	EP00372P000196	Euryarchaeota	0.228
EP00793P006445	EP00372P000196	TACK group	0.0715
EP00793P006445	EP00628P036978	Asgard	0.14
EP00793P006445	EP00628P036978	Thermoplasmata	0.358
EP00793P006445	EP00628P036978	Asgard	0.143
EP00793P006445	EP00628P036978	Euryarchaeota	0.144
EP00793P006445	EP00628P036978	TACK group	0.215
EP00794P002989	EP00055P005098	Campylobacterota	0.0253
EP00794P002989	EP00055P005098	Spirochaetota	0.0495
EP00794P002989	EP00055P005098	Bacillota	0.193
EP00794P002989	EP00055P005098	Actinomycetota	0.0163
EP00794P002989	EP00055P005098	Gammaproteobacteria	0.0403
EP00794P002989	EP00055P005098	Gammaproteobacteria	0.0129
EP00794P002989	EP00055P005098	Betaproteobacteria	8.88e-16
EP00794P002989	EP00055P005098	Myxococcota	0.333
EP00794P002989	EP00055P005098	Actinomycetota	0.0767
EP00794P002989	EP00055P005098	Gammaproteobacteria	3.05e-17
EP00794P002989	EP00055P005098	Chlamydiia	0.253
EP00794P003393	EP00738P002264	Asgard	0.0746
EP00794P003393	EP00738P002264	Asgard	0.218
EP00794P003393	EP00738P002264	Thermoplasmata	0.031
EP00794P003393	EP00738P002264	Thermoplasmata	0.24
EP00794P003393	EP00738P002264	Euryarchaeota	0.174
EP00794P003393	EP00738P002264	TACK group	0.103
EP00794P003393	EP00738P002264	DPANN group	0.11
EP00794P003393	EP00738P002264	Euryarchaeota	0.0489
EP00794P010786	EP01094P010798	Actinomycetota	1.0
EP00795P001716	EP00045P005910	Gammaproteobacteria	0.00036
EP00795P001716	EP00045P005910	Actinomycetota	0.0378
EP00795P001716	EP00045P005910	Gammaproteobacteria	0.00176
EP00795P001716	EP00045P005910	Cyanobacteriota	0.123
EP00795P001716	EP00045P005910	Alphaproteobacteria	0.0475
EP00795P001716	EP00045P005910	PVC group	0.243
EP00795P001716	EP00045P005910	Thermodesulfobacteriota	0.000505
EP00795P001716	EP00045P005910	FCB group	0.0182
EP00795P001716	EP00045P005910	Alphaproteobacteria	0.528
EP00795P001716	EP00747P208296	Gammaproteobacteria	0.00203
EP00795P001716	EP00747P208296	Actinomycetota	0.00379
EP00795P001716	EP00747P208296	Gammaproteobacteria	0.000849
EP00795P001716	EP00747P208296	Cyanobacteriota	0.0256
EP00795P001716	EP00747P208296	Alphaproteobacteria	0.0417
EP00795P001716	EP00747P208296	PVC group	0.57
EP00795P001716	EP00747P208296	Thermodesulfobacteriota	0.00151
EP00795P001716	EP00747P208296	FCB group	0.00283
EP00795P001716	EP00747P208296	Alphaproteobacteria	0.352
EP00795P006944	EP00449P024891	Asgard	0.199
EP00795P006944	EP00449P024891	Asgard	0.256
EP00795P006944	EP00449P024891	Asgard	0.131
EP00795P006944	EP00449P024891	Asgard	0.0963
EP00795P006944	EP00449P024891	TACK group	0.27
EP00795P006944	EP00449P024891	Euryarchaeota	0.0471
EP00795P011515	EP00024P006409	Mycoplasmatota	0.295
EP00795P011515	EP00024P006409	Gammaproteobacteria	0.0686
EP00795P011515	EP00024P006409	Gammaproteobacteria	0.00261
EP00795P011515	EP00024P006409	Betaproteobacteria	0.0766
EP00795P011515	EP00024P006409	Actinomycetota	0.518
EP00795P011515	EP00024P006409	Bacillota	0.0379
EP00795P011515	EP00024P006409	Bacillota	0.00109
EP00795P011515	EP00357P012898	Mycoplasmatota	0.341
EP00795P011515	EP00357P012898	Gammaproteobacteria	0.231
EP00795P011515	EP00357P012898	Gammaproteobacteria	0.0456
EP00795P011515	EP00357P012898	Betaproteobacteria	0.044
EP00795P011515	EP00357P012898	Actinomycetota	0.269
EP00795P011515	EP00357P012898	Bacillota	0.0659
EP00795P011515	EP00357P012898	Bacillota	0.00373
EP00795P011515	EP01015P025070	Mycoplasmatota	0.436
EP00795P011515	EP01015P025070	Gammaproteobacteria	0.0752
EP00795P011515	EP01015P025070	Gammaproteobacteria	0.064
EP00795P011515	EP01015P025070	Betaproteobacteria	0.0812
EP00795P011515	EP01015P025070	Actinomycetota	0.0227
EP00795P011515	EP01015P025070	Bacillota	0.281
EP00795P011515	EP01015P025070	Bacillota	0.0394
EP00796P009776	WP_142638775_1	Betaproteobacteria	0.361
EP00796P009776	WP_142638775_1	Alphaproteobacteria	0.164
EP00796P009776	WP_142638775_1	Cyanobacteriota	0.0877
EP00796P009776	WP_142638775_1	FCB group	0.00683
EP00796P009776	WP_142638775_1	FCB group	0.318
EP00796P009776	WP_142638775_1	Alphaproteobacteria	0.0626
EP00796P010538	EP00027P003953	Asgard	0.0241
EP00796P010538	EP00027P003953	PVC group	0.0035
EP00796P010538	EP00027P003953	Gammaproteobacteria	0.00194
EP00796P010538	EP00027P003953	Spirochaetota	2.28e-44
EP00796P010538	EP00027P003953	Alphaproteobacteria	6.41e-18
EP00796P010538	EP00027P003953	FCB group	0.228
EP00796P010538	EP00027P003953	Bdellovibrionota	0.000515
EP00796P010538	EP00027P003953	Deltaproteobacteria	0.509
EP00796P010538	EP00027P003953	Actinomycetota	9.68e-15
EP00796P010538	EP00027P003953	Gammaproteobacteria	0.000257
EP00796P010538	EP00027P003953	PVC group	3.58e-12
EP00796P010538	EP00027P003953	PVC group	0.233
EP00796P010538	EP00644P013045	Gammaproteobacteria	0.307
EP00796P010538	EP00644P013045	Spirochaetota	0.459
EP00796P010538	EP00644P013045	FCB group	1.22e-36
EP00796P010538	EP00644P013045	Bdellovibrionota	0.00188
EP00796P010538	EP00644P013045	Campylobacterota	0.057
EP00796P010538	EP00644P013045	Thermodesulfobacteriota	0.174
EP00796P010538	EP00644P013045	Actinomycetota	0.000453
EP00796P010538	EP00644P013045	Euryarchaeota	1.02e-15
EP00796P010538	EP00644P013045	PVC group	6.25e-06
EP00796P010538	EP00644P013045	PVC group	2.66e-83
EP00796P010538	EP00644P013045	Gammaproteobacteria	4.2e-31
EP00796P010538	EP00644P013045	Gammaproteobacteria	3.85e-39
EP00796P010538	EP00931P001736	Asgard	0.00146
EP00796P010538	EP00931P001736	PVC group	0.00322
EP00796P010538	EP00931P001736	Gammaproteobacteria	0.0298
EP00796P010538	EP00931P001736	Spirochaetota	6.43e-51
EP00796P010538	EP00931P001736	Alphaproteobacteria	6.15e-08
EP00796P010538	EP00931P001736	FCB group	0.556
EP00796P010538	EP00931P001736	Bdellovibrionota	0.0132
EP00796P010538	EP00931P001736	Deltaproteobacteria	0.202
EP00796P010538	EP00931P001736	Actinomycetota	1.4e-20
EP00796P010538	EP00931P001736	Gammaproteobacteria	0.00687
EP00796P010538	EP00931P001736	PVC group	8.87e-05
EP00796P010538	EP00931P001736	PVC group	0.188
EP00796P011027	EP01111P013911	PVC group	0.0279
EP00796P011027	EP01111P013911	Euryarchaeota	0.0383
EP00796P011027	EP01111P013911	FCB group	0.283
EP00796P011027	EP01111P013911	Actinomycetota	0.11
EP00796P011027	EP01111P013911	FCB group	0.0707
EP00796P011027	EP01111P013911	Actinomycetota	0.122
EP00796P011027	EP01111P013911	Bacillota	0.328
EP00796P011027	EP01111P013911	Alphaproteobacteria	0.00953
EP00796P011027	EP01111P013911	Actinomycetota	0.00953
EP00796P013246	EP00178P002200	Bacillota	1.45e-11
EP00796P013246	EP00178P002200	Chlamydiia	3.81e-13
EP00796P013246	EP00178P002200	Bacillota	0.78
EP00796P013246	EP00178P002200	Thermoplasmata	8.11e-06
EP00796P013246	EP00178P002200	Betaproteobacteria	2.26e-24
EP00796P013246	EP00178P002200	Myxococcota	2.43e-12
EP00796P013246	EP00178P002200	Gammaproteobacteria	1.04e-19
EP00796P013246	EP00178P002200	Alphaproteobacteria	1.04e-19
EP00796P013246	EP00178P002200	Euryarchaeota	0.22
EP00796P013246	EP00178P002200	Alphaproteobacteria	2.24e-24
EP00796P013246	EP00178P002200	PVC group	0.000185
EP00796P013246	EP00178P002200	Acidobacteriota	2.36e-07
EP00796P013246	EP00693P002170	Bacillota	0.00172
EP00796P013246	EP00693P002170	Chlamydiia	0.0645
EP00796P013246	EP00693P002170	Nitrospirota	0.673
EP00796P013246	EP00693P002170	PVC group	0.000332
EP00796P013246	EP00693P002170	Thermoplasmata	0.00154
EP00796P013246	EP00693P002170	Betaproteobacteria	3.72e-26
EP00796P013246	EP00693P002170	Myxococcota	0.246
EP00796P013246	EP00693P002170	Bacillota	0.0056
EP00796P013246	EP00693P002170	Chloroflexota	0.00362
EP00796P013246	EP00693P002170	Thermodesulfobacteriota	0.00385
EP00796P013246	EP00693P002170	Alphaproteobacteria	2e-24
EP00796P013246	EP00693P002170	Alphaproteobacteria	3.72e-26
EP00797P017003	EP00833P002297	Cyanobacteriota	0.000794
EP00797P017003	EP00833P002297	Cyanobacteriota	0.00108
EP00797P017003	EP00833P002297	Actinomycetota	0.0254
EP00797P017003	EP00833P002297	Myxococcota	1.2e-05
EP00797P017003	EP00833P002297	FCB group	0.0834
EP00797P017003	EP00833P002297	Actinomycetota	0.00877
EP00797P017003	EP00833P002297	Bacillota	0.694
EP00797P017003	EP00833P002297	Actinomycetota	9.41e-11
EP00797P017003	EP00833P002297	Gammaproteobacteria	1.34e-37
EP00797P017003	EP00833P002297	FCB group	0.000529
EP00797P017003	EP00833P002297	Actinomycetota	1.37e-37
EP00797P017003	EP00833P002297	PVC group	0.186
EP00797P017003	EP01116P008395	Gammaproteobacteria	0.0482
EP00797P017003	EP01116P008395	Actinomycetota	0.254
EP00797P017003	EP01116P008395	Betaproteobacteria	5e-55
EP00797P017003	EP01116P008395	PVC group	0.543
EP00797P017003	EP01116P008395	Gammaproteobacteria	0.00277
EP00797P017003	EP01116P008395	Actinomycetota	0.00296
EP00797P017003	EP01116P008395	Thermodesulfobacteriota	9.37e-14
EP00797P017003	EP01116P008395	Cyanobacteriota	0.000166
EP00797P017003	EP01116P008395	PVC group	0.135
EP00797P017003	EP01116P008395	Actinomycetota	6.26e-11
EP00797P017003	EP01116P008395	Actinomycetota	0.0139
EP00797P017003	EP01116P008395	Betaproteobacteria	2.29e-41
EP00797P020959	EP00523P015271	FCB group	0.0365
EP00797P020959	EP00523P015271	Asgard	0.127
EP00797P020959	EP00523P015271	Bacillota	0.168
EP00797P020959	EP00523P015271	Gammaproteobacteria	0.209
EP00797P020959	EP00523P015271	Alphaproteobacteria	0.0911
EP00797P020959	EP00523P015271	Gammaproteobacteria	0.0511
EP00797P020959	EP00523P015271	Gammaproteobacteria	0.0104
EP00797P020959	EP00523P015271	FCB group	0.0346
EP00797P020959	EP00523P015271	Actinomycetota	0.0305
EP00797P020959	EP00523P015271	FCB group	0.0314
EP00797P020959	EP00523P015271	Actinomycetota	0.00302
EP00797P020959	EP00523P015271	Alphaproteobacteria	0.208
EP00797P021283	EP01006P037020	Asgard	0.0797
EP00797P021283	EP01006P037020	Asgard	0.862
EP00797P021283	EP01006P037020	Actinomycetota	0.0582
EP00797P024679	EP00803P001065	Actinomycetota	1.0
EP00797P026686	EP00306P012410	Cyanobacteriota	1.0
EP00797P026853	EP00428P065725	Actinomycetota	9.31e-05
EP00797P026853	EP00428P065725	Betaproteobacteria	1.55e-05
EP00797P026853	EP00428P065725	Actinomycetota	0.00257
EP00797P026853	EP00428P065725	Alphaproteobacteria	0.00122
EP00797P026853	EP00428P065725	Actinomycetota	0.0176
EP00797P026853	EP00428P065725	PVC group	0.0277
EP00797P026853	EP00428P065725	Actinomycetota	0.287
EP00797P026853	EP00428P065725	PVC group	0.000925
EP00797P026853	EP00428P065725	Actinomycetota	0.628
EP00797P026853	EP00428P065725	Cyanobacteriota	0.00918
EP00797P026853	EP00428P065725	Alphaproteobacteria	0.0257
EP00797P026853	EP00428P065725	Gammaproteobacteria	0.000226
EP00797P026853	EP00797P026853	Actinomycetota	3.01e-08
EP00797P026853	EP00797P026853	Chloroflexota	6.7e-10
EP00797P026853	EP00797P026853	Chloroflexota	5.81e-07
EP00797P026853	EP00797P026853	Alphaproteobacteria	4.9e-11
EP00797P026853	EP00797P026853	Actinomycetota	0.151
EP00797P026853	EP00797P026853	Alphaproteobacteria	5.61e-05
EP00797P026853	EP00797P026853	Actinomycetota	0.0133
EP00797P026853	EP00797P026853	Actinomycetota	0.0995
EP00797P026853	EP00797P026853	PVC group	2.78e-10
EP00797P026853	EP00797P026853	Actinomycetota	0.0423
EP00797P026853	EP00797P026853	Cyanobacteriota	0.694
EP00797P026853	EP00797P026853	Acidobacteriota	1.18e-14
EP00797P026853	EP01102P007173	Actinomycetota	0.04
EP00797P026853	EP01102P007173	Chloroflexota	0.217
EP00797P026853	EP01102P007173	Chloroflexota	0.142
EP00797P026853	EP01102P007173	Myxococcota	2.08e-18
EP00797P026853	EP01102P007173	Alphaproteobacteria	0.0862
EP00797P026853	EP01102P007173	Alphaproteobacteria	0.000107
EP00797P026853	EP01102P007173	Actinomycetota	0.114
EP00797P026853	EP01102P007173	Betaproteobacteria	2.02e-06
EP00797P026853	EP01102P007173	Actinomycetota	0.334
EP00797P026853	EP01102P007173	Actinomycetota	0.0671
EP00797P026853	EP01102P007173	PVC group	2.36e-14
EP00797P026853	EP01102P007173	Acidobacteriota	3.26e-16
EP00797P030446	QDU70104_1	FCB group	0.021
EP00797P030446	QDU70104_1	Chloroflexota	0.0146
EP00797P030446	QDU70104_1	FCB group	0.299
EP00797P030446	QDU70104_1	Actinomycetota	0.186
EP00797P030446	QDU70104_1	Myxococcota	0.000426
EP00797P030446	QDU70104_1	Actinomycetota	0.00411
EP00797P030446	QDU70104_1	Gammaproteobacteria	0.194
EP00797P030446	QDU70104_1	PVC group	0.0192
EP00797P030446	QDU70104_1	Deltaproteobacteria	0.00132
EP00797P030446	QDU70104_1	Chloroflexota	0.000959
EP00797P030446	QDU70104_1	Myxococcota	0.061
EP00797P030446	QDU70104_1	Alphaproteobacteria	0.198
EP00797P031235	EP00797P031235	PVC group	0.155
EP00797P031235	EP00797P031235	PVC group	0.0251
EP00797P031235	EP00797P031235	Deltaproteobacteria	0.0592
EP00797P031235	EP00797P031235	Cyanobacteriota	0.591
EP00797P031235	EP00797P031235	Actinomycetota	6.75e-05
EP00797P031235	EP00797P031235	Bacillota	0.000207
EP00797P031235	EP00797P031235	PVC group	1.9e-05
EP00797P031235	EP00797P031235	FCB group	0.0458
EP00797P031235	EP00797P031235	Acidobacteriota	0.00076
EP00797P031235	EP00797P031235	PVC group	0.0758
EP00797P031235	EP00797P031235	Myxococcota	0.0465
EP00797P031235	EP00797P031235	Bacillota	0.000653
EP00797P034311	EP00299P013000	Alphaproteobacteria	0.0416
EP00797P034311	EP00299P013000	Thermodesulfobacteriota	0.86
EP00797P034311	EP00299P013000	Gammaproteobacteria	2.72e-08
EP00797P034311	EP00299P013000	Alphaproteobacteria	0.0913
EP00797P034311	EP00299P013000	Actinomycetota	2.72e-08
EP00797P034311	EP00299P013000	Gammaproteobacteria	8.43e-05
EP00797P034311	EP00299P013000	Actinomycetota	0.00625
EP00797P034311	EP00299P013000	Bacillota	0.000568
EP00797P034311	EP00923P057715	Alphaproteobacteria	0.0993
EP00797P034311	EP00923P057715	Thermodesulfobacteriota	0.415
EP00797P034311	EP00923P057715	Gammaproteobacteria	5.93e-05
EP00797P034311	EP00923P057715	Alphaproteobacteria	0.247
EP00797P034311	EP00923P057715	Actinomycetota	6.27e-05
EP00797P034311	EP00923P057715	Gammaproteobacteria	3.16e-05
EP00797P034311	EP00923P057715	Actinomycetota	0.237
EP00797P034311	EP00923P057715	Bacillota	0.0016
EP00797P034311	EP01105P003280	Alphaproteobacteria	5.65e-05
EP00797P034311	EP01105P003280	Thermodesulfobacteriota	0.00222
EP00797P034311	EP01105P003280	Gammaproteobacteria	3.07e-11
EP00797P034311	EP01105P003280	Alphaproteobacteria	0.45
EP00797P034311	EP01105P003280	Actinomycetota	1.49e-11
EP00797P034311	EP01105P003280	Gammaproteobacteria	8.71e-10
EP00797P034311	EP01105P003280	Actinomycetota	0.548
EP00797P034311	EP01105P003280	Bacillota	5.45e-06
EP00797P036146	EP01133P025307	TACK group	0.477
EP00797P036146	EP01133P025307	Cyanobacteriota	0.396
EP00797P036146	EP01133P025307	PVC group	0.127
EP00797P036259	EP00182P003274	Actinomycetota	0.717
EP00797P036259	EP00182P003274	Myxococcota	0.283
EP00798P002883	WP_015125315_1	Cyanobacteriota	0.193
EP00798P002883	WP_015125315_1	Cyanobacteriota	0.07
EP00798P002883	WP_015125315_1	Cyanobacteriota	0.00974
EP00798P002883	WP_015125315_1	Cyanobacteriota	0.224
EP00798P002883	WP_015125315_1	Cyanobacteriota	0.194
EP00798P002883	WP_015125315_1	Cyanobacteriota	0.31
EP00798P008027	EP00705P047598	Asgard	0.0198
EP00798P008027	EP00705P047598	Asgard	0.000227
EP00798P008027	EP00705P047598	Asgard	1.12e-13
EP00798P008027	EP00705P047598	Euryarchaeota	2.74e-15
EP00798P008027	EP00705P047598	FCB group	0.672
EP00798P008027	EP00705P047598	Euryarchaeota	2.03e-26
EP00798P008027	EP00705P047598	Alphaproteobacteria	0.0379
EP00798P008027	EP00705P047598	TACK group	2.87e-13
EP00798P008027	EP00705P047598	Euryarchaeota	1.6e-07
EP00798P008027	EP00705P047598	Euryarchaeota	2.01e-26
EP00798P008027	EP00705P047598	PVC group	0.27
EP00798P008027	EP00705P047598	Euryarchaeota	1.14e-05
EP00798P008027	EP01133P009879	Bacillota	3.03e-30
EP00798P008027	EP01133P009879	Acidobacteriota	0.0026
EP00798P008027	EP01133P009879	Deinococcota	0.0105
EP00798P008027	EP01133P009879	Bacillota	1.28e-23
EP00798P008027	EP01133P009879	Gammaproteobacteria	0.0238
EP00798P008027	EP01133P009879	Cyanobacteriota	0.00404
EP00798P008027	EP01133P009879	Thermodesulfobacteriota	0.000276
EP00798P008027	EP01133P009879	Gammaproteobacteria	0.325
EP00798P008027	EP01133P009879	Betaproteobacteria	0.102
EP00798P008027	EP01133P009879	Gammaproteobacteria	0.522
EP00798P008027	EP01133P009879	Alphaproteobacteria	0.00838
EP00798P008027	EP01133P009879	Campylobacterota	0.000603
EP00798P015652	EP01041P031166	Spirochaetota	0.547
EP00798P015652	EP01041P031166	Bacillota	0.453
EP00798P015652	UCD92611_1	Spirochaetota	0.592
EP00798P015652	UCD92611_1	Bacillota	0.408
EP00798P015652	WP_149452288_1	Spirochaetota	0.5
EP00798P015652	WP_149452288_1	Bacillota	0.5
EP00798P023414	EP00798P025646	Cyanobacteriota	0.5
EP00798P023414	EP00798P025646	Alphaproteobacteria	0.5
EP00798P028959	EP00008P013214	Bacillota	0.185
EP00798P028959	EP00008P013214	Cyanobacteriota	0.155
EP00798P028959	EP00008P013214	Alphaproteobacteria	0.255
EP00798P028959	EP00008P013214	FCB group	0.405
EP00798P028959	EP00179P001125	Bacillota	0.273
EP00798P028959	EP00179P001125	Cyanobacteriota	0.0442
EP00798P028959	EP00179P001125	Alphaproteobacteria	0.249
EP00798P028959	EP00179P001125	FCB group	0.434
EP00799P005278	EP00898P000553	Thermodesulfobacteriota	0.5
EP00799P005278	EP00898P000553	Bacillota	0.5
EP00800P010914	EP00088P043634	Actinomycetota	0.091
EP00800P010914	EP00088P043634	Gammaproteobacteria	0.185
EP00800P010914	EP00088P043634	Actinomycetota	0.582
EP00800P010914	EP00088P043634	Gammaproteobacteria	0.0996
EP00800P010914	EP00088P043634	Bacillota	0.042
EP00800P010914	PTQ45596.1	Actinomycetota	0.00304
EP00800P010914	PTQ45596.1	Gammaproteobacteria	0.0354
EP00800P010914	PTQ45596.1	Actinomycetota	0.354
EP00800P010914	PTQ45596.1	Gammaproteobacteria	0.574
EP00800P010914	PTQ45596.1	Bacillota	0.0339
EP00800P014082	EP01060P014354	Chloroflexota	0.000119
