tree,n_asg,n_bact,n_arch,n_euk,asg_mono,n_sub,allasg_sister,has_bact
EP01034P044814,11,19,0,15,False,1,NA,True
XP_682503.1,37,32,0,15,False,1,NA,True
EP00264P003059,17,0,0,19,False,1,NA,False
EP01031P029349,19,2,0,30,False,1,NA,True
EP00449P038348,3,0,0,24,True,1,NA,False
EP00069P012268,3,0,0,17,True,1,NA,False
EP00885P004153,14,0,0,27,True,1,NA,False
EP00429P073033,6,62,2,30,False,1,NA,True
EP00285P002468,3,0,0,15,True,1,NA,False
EP00013P029148,9,0,0,12,True,1,NA,False
XP_030853930.1,7,61,2,11,False,1,NA,True
EP00025P002119,3,0,0,16,True,1,NA,False
EP00903P000221,14,0,0,30,False,1,NA,False
EP01012P032814,4,1,0,12,False,1,NA,True
EP01071P007231,69,0,0,12,False,1,NA,False
EP00295P007506,15,2,0,30,False,1,NA,True
EP00667P031127,14,0,0,22,True,1,NA,False
EP00658P066191,3,0,0,30,True,1,NA,False
EP00998P011003,9,0,0,11,False,1,NA,False
EP00738P002704,3,7,0,30,False,1,NA,True
EP00611P021022,5,0,0,12,True,1,NA,False
EP00480P008628,5,0,0,3,False,1,NA,False
EP00698P025801,6,63,0,23,False,1,NA,True
EP01136P011504,5,0,0,12,False,1,NA,False
EP00738P002099,3,0,0,30,True,1,NA,False
EP00961P037992,35,0,0,28,True,1,NA,False
EP00163P022938,6,0,0,27,True,1,NA,False
EP01024P041676,10,0,0,19,True,1,NA,False
EP01033P000846,65,0,0,18,False,1,NA,False
EP00617P015041,25,0,0,19,False,1,NA,False
EP01042P004961,23,0,0,10,False,1,NA,False
EP00449P057725,10,58,2,17,False,1,NA,True
EP00456P042649,30,0,0,17,True,1,NA,False
EP00528P004597,3,44,13,30,False,1,NA,True
EP01136P044198,10,0,0,30,False,1,NA,False
EP00747P103162,12,48,10,28,False,1,NA,True
EP00484P014643,5,0,0,19,False,1,NA,False
EP00873P030322,3,67,0,14,False,1,NA,True
EP00638P009774,65,0,0,8,False,1,NA,False
EP00919P031647,5,0,0,29,True,1,NA,False
EP01006P013741,10,1,0,23,False,1,NA,True
EP00596P000731,6,33,0,12,False,1,NA,True
EP00881P006633,6,64,0,15,False,1,NA,True
EP01030P010976,68,1,0,13,False,1,NA,True
EP00865P004503,8,0,0,25,True,1,NA,False
EP01091P006841,5,0,0,30,True,1,NA,False
EP01048P012696,5,65,0,12,False,1,NA,True
EP01036P060758,15,2,0,25,False,1,NA,True
EP00156P002291,5,0,0,13,True,1,NA,False
EP00069P011691,7,60,2,30,False,1,NA,True
EP00419P001140,5,0,0,17,True,1,NA,False
EP00054P037252,35,0,0,14,False,1,NA,False
EP00248P006849,12,12,0,29,True,1,NA,True
EP00740P012469,10,0,27,25,False,1,NA,False
EP00019P004482,16,0,0,13,True,1,NA,False
EP00248P009082,33,0,0,22,False,1,NA,False
EP00679P001915,5,0,0,30,True,1,NA,False
EP01039P015642,3,0,0,12,True,1,NA,False
XP_002677076.1,5,1,0,30,True,1,NA,True
EP00698P011784,21,0,0,14,True,1,NA,False
EP00694P008262,5,0,0,25,True,1,NA,False
EP00060P033238,4,1,0,13,True,1,NA,True
EP01123P002218,1,14,0,30,True,1,NA,True
EP00123P022525,36,0,0,19,True,1,NA,False
EP01102P004440,3,0,0,24,True,1,NA,False
EP00037P031869,9,58,3,29,False,1,NA,True
EP00478P001160,12,0,0,16,True,1,NA,False
EP01121P015686,6,0,0,10,True,1,NA,False
EP00743P002569,7,5,0,30,False,1,NA,True
EP00826P029152,18,0,0,30,True,1,NA,False
EP00156P003035,33,0,0,16,True,1,NA,False
EP01089P019207,6,0,0,14,False,1,NA,False
XP_014160473.1,23,0,0,30,True,1,NA,False
EP00615P003065,41,0,0,30,False,1,NA,False
EP00449P035989,13,0,0,19,False,1,NA,False
EP00036P009400,3,1,0,12,False,1,NA,True
EP00091P004441,5,0,0,25,True,1,NA,False
EP00746P009157,20,0,0,13,True,1,NA,False
KAA6407951.1,17,0,0,15,False,1,NA,False
EP00052P007872,29,0,0,29,False,1,NA,False
EP00934P008091,28,0,0,16,False,1,NA,False
EP01085P001863,13,1,1,30,False,1,NA,True
EP01102P002645,49,0,0,28,False,1,NA,False
EP00834P007797,31,0,0,30,True,1,NA,False
EP01034P019965,23,0,0,10,False,1,NA,False
EP00408P027911,4,1,0,12,True,1,NA,True
EP00163P012543,40,0,0,15,False,1,NA,False
EP01030P027688,4,66,0,12,False,1,NA,True
EP01134P002335,61,0,0,30,False,1,NA,False
EP00202P014340,15,0,0,25,False,1,NA,False
EP00053P005108,47,0,0,30,False,1,NA,False
EP00088P023086,10,0,0,11,True,1,NA,False
EP00110P012007,10,0,0,30,True,1,NA,False
EP01083P107584,5,0,0,24,False,1,NA,False
EP00069P019930,41,0,0,30,False,1,NA,False
EP00467P001799,23,0,0,15,True,1,NA,False
EP00967P157770,29,0,0,20,True,1,NA,False
EP00520P003979,2,68,0,30,False,1,NA,True
EP01083P309861,19,0,0,30,False,1,NA,False
EP00747P167631,21,0,0,30,True,1,NA,False
XP_001306210.1,1,10,0,27,True,1,NA,True
EP00494P031725,6,0,0,30,True,1,NA,False
EP01124P009544,6,0,0,12,True,1,NA,False
EP00801P005953,11,2,0,30,False,1,NA,True
XP_002677718.1,4,4,0,21,True,1,NA,True
EP00868P000736,30,0,0,22,True,1,NA,False
EP01126P032071,5,0,0,17,True,1,NA,False
EP00746P035795,9,0,0,28,True,1,NA,False
EP00440P019857,3,0,0,21,True,1,NA,False
EP00901P004255,36,0,0,30,True,1,NA,False
XP_004334352.1,29,0,41,23,False,1,NA,False
EP01036P001034,7,0,0,21,False,1,NA,False
EP00264P120963,16,0,0,12,False,1,NA,False
EP00293P015031,13,0,0,30,False,1,NA,False
EP01156P021828,40,0,0,15,True,1,NA,False
EP01129P015684,1,14,0,24,True,1,NA,True
EP00050P019652,5,21,0,24,False,1,NA,True
EP00747P055589,6,0,0,10,True,1,NA,False
EP00658P031817,1,3,0,17,True,1,NA,True
EP00158P000214,6,0,0,30,True,1,NA,False
EP00271P006756,3,0,0,8,True,1,NA,False
EP00164P020473,1,3,0,26,True,1,NA,True
EP00639P025316,17,37,16,14,False,1,NA,True
EP00405P035919,8,0,0,21,True,1,NA,False
EP00479P011228,5,0,0,13,True,1,NA,False
EP00960P014879,25,0,0,30,False,1,NA,False
EP00425P019082,5,0,0,10,True,1,NA,False
EP00565P000980,3,0,0,21,False,1,NA,False
EP01034P003939,31,3,0,15,False,1,NA,True
EP00026P014834,5,0,0,11,True,1,NA,False
EP00930P099767,5,0,0,14,True,1,NA,False
EP00759P055369,51,0,0,11,False,1,NA,False
XP_032221855.1,1,9,0,14,True,1,NA,True
OLP99106.1,1,7,0,12,True,1,NA,True
EP01052P055189,5,0,0,11,False,1,NA,False
EP00696P016319,7,1,0,24,True,1,NA,True
EP00698P021114,7,0,4,30,False,1,NA,False
EP00036P016009,4,66,0,16,False,1,NA,True
EP00759P007208,6,0,0,19,True,1,NA,False
CEP02783.1,3,0,0,22,True,1,NA,False
EP00420P010376,13,3,0,29,False,1,NA,True
EP01042P028510,7,0,0,15,True,1,NA,False
EP00449P042617,9,0,0,14,False,1,NA,False
EP00427P027382,6,61,2,30,False,1,NA,True
EP01136P009537,13,0,0,11,False,1,NA,False
EP01024P010999,1,7,0,30,True,1,NA,True
EP00020P002789,9,0,0,30,True,1,NA,False
EP00753P010670,10,0,0,21,True,1,NA,False
EP00475P027854,10,1,0,11,True,1,NA,True
EP00917P005839,18,1,0,19,False,1,NA,True
EP01122P014094,13,0,0,17,False,1,NA,False
EP00236P002215,4,0,0,25,True,1,NA,False
EP01066P021060,27,0,0,30,False,1,NA,False
EP01037P041162,5,0,0,18,True,1,NA,False
EP01045P005179,18,0,0,11,False,1,NA,False
EP00744P033922,7,2,0,25,False,1,NA,True
EP00797P021283,43,0,0,23,True,1,NA,False
EP00451P038511,5,0,0,15,True,1,NA,False
EP00331P018774,2,15,0,10,False,1,NA,True
EP01114P023479,5,0,0,30,True,1,NA,False
EP00802P014966,2,67,0,30,False,1,NA,True
EP00977P003022,8,3,0,16,False,1,NA,True
EP00450P033627,7,0,0,20,False,1,NA,False
EP00746P048257,20,0,0,13,True,1,NA,False
EP00263P016865,8,62,0,11,False,1,NA,True
EP00179P027992,3,0,0,30,True,1,NA,False
NP_001303252.1,11,0,0,30,True,1,NA,False
EP00456P002515,21,0,0,25,True,1,NA,False
EP00525P006633,5,17,2,30,False,1,NA,True
EP00439P075191,5,0,0,29,True,1,NA,False
EP00761P008301,31,0,0,12,False,1,NA,False
EP00475P030285,7,61,2,30,False,1,NA,True
EP01106P018399,35,0,0,29,False,1,NA,False
EP00658P064492,36,0,0,30,False,1,NA,False
EP00129P015212,3,0,0,10,True,1,NA,False
EP00457P018849,14,0,0,30,True,1,NA,False
EP00731P012009,5,0,0,10,True,1,NA,False
XP_018190891.1,12,0,0,30,True,1,NA,False
EP00158P007242,5,0,0,30,True,1,NA,False
EP01084P263770,13,49,0,30,False,1,NA,True
EP01029P024147,9,0,0,21,False,1,NA,False
EP01126P021703,34,0,0,30,True,1,NA,False
EP00173P002348,32,0,0,30,False,1,NA,False
EP00285P000463,5,0,0,25,True,1,NA,False
EP01106P012890,1,3,0,16,True,1,NA,True
EP00746P057142,13,40,17,30,False,1,NA,True
EP00256P061947,24,0,0,30,False,1,NA,False
EP00753P008774,15,52,3,30,False,1,NA,True
EP00063P065072,5,0,0,16,True,1,NA,False
EP00866P001925,2,11,0,11,False,1,NA,True
EP00293P015477,9,0,0,22,True,1,NA,False
EP00064P018029,29,0,13,29,False,1,NA,False
EP01155P050379,6,59,5,30,False,1,NA,True
EP01083P120198,8,10,0,20,False,1,NA,True
EP00197P000213,19,51,0,30,False,1,NA,True
EP00587P017102,7,0,10,30,False,1,NA,False
EP00701P006491,15,10,0,14,False,1,NA,True
EP00190P000997,12,47,0,24,True,1,NA,True
EP00132P002232,3,0,0,22,True,1,NA,False
EP00241P012458,5,0,0,10,True,1,NA,False
EP00571P016898,27,0,0,14,True,1,NA,False
EP00574P002892,10,0,1,30,False,1,NA,False
EP00111P015727,5,40,1,30,False,1,NA,True
EP00312P003389,3,63,4,30,False,1,NA,True
EP00761P004723,5,0,0,16,True,1,NA,False
EP01041P019241,14,0,3,14,False,1,NA,False
EP01119P017655,19,0,0,10,False,1,NA,False
EP00831P008247,5,62,3,18,False,1,NA,True
EP00443P079129,1,60,0,28,True,1,NA,True
EP00197P012421,5,0,0,20,True,1,NA,False
EP01025P023736,49,0,0,12,False,1,NA,False
EP00884P000292,28,0,0,13,False,1,NA,False
EP01012P014658,10,11,0,22,False,1,NA,True
EP00928P018152,9,9,0,25,True,1,NA,True
EP00703P007313,3,0,0,11,True,1,NA,False
EP00010P009483,3,0,0,28,True,1,NA,False
EP00011P015112,24,1,0,30,False,1,NA,True
EP00754P042822,20,0,0,15,False,1,NA,False
EP00088P062297,8,56,6,11,False,1,NA,True
EP00948P003856,2,65,3,21,True,1,NA,True
EP00288P017692,13,0,0,23,True,1,NA,False
EP01083P096814,8,1,0,11,False,1,NA,True
EP00429P023966,8,19,0,30,False,1,NA,True
EP00392P012289,5,0,0,15,True,1,NA,False
EP00443P126299,13,0,0,14,True,1,NA,False
EP00831P016099,3,0,0,30,False,1,NA,False
EP00230P009059,6,58,0,13,False,1,NA,True
EP00486P015813,8,0,0,30,True,1,NA,False
EP00706P013879,10,0,0,30,False,1,NA,False
EP00263P017571,42,0,0,25,False,1,NA,False
EP01024P074631,1,10,0,27,True,1,NA,True
EP00126P015093,48,0,0,19,False,1,NA,False
EP00750P028581,35,24,0,10,False,1,NA,True
EP00048P016203,1,8,0,30,True,1,NA,True
EP00879P011029,41,10,0,11,False,1,NA,True
EP01090P014455,3,0,0,15,True,1,NA,False
EP01086P005319,27,0,0,10,False,1,NA,False
XP_001637129.1,19,0,0,30,True,1,NA,False
EP00268P045258,10,0,0,28,False,1,NA,False
EP00540P010901,5,0,0,20,True,1,NA,False
EP00300P001037,3,0,0,20,True,1,NA,False
EP00731P000930,3,9,0,19,False,1,NA,True
EP00286P018466,18,0,0,12,True,1,NA,False
EP01123P002590,3,0,0,30,False,1,NA,False
EP00929P094129,44,0,0,29,True,1,NA,False
EP00658P033269,18,0,0,17,True,1,NA,False
EP00861P011088,19,0,0,30,True,1,NA,False
EP00511P007211,11,0,0,15,True,1,NA,False
EP00456P007850,1,3,0,13,True,1,NA,True
EP01012P011279,11,0,0,30,False,1,NA,False
EP00438P011928,3,0,0,25,True,1,NA,False
EP00299P008486,5,16,0,30,False,1,NA,True
EP01026P011743,65,0,0,20,False,1,NA,False
EP01112P000436,21,49,0,13,False,1,NA,True
EP00322P019454,26,24,0,26,True,1,NA,True
EP00427P044844,9,1,9,21,False,1,NA,True
EP00043P017289,9,0,0,27,True,1,NA,False
EP00767P001412,1,13,0,30,True,1,NA,True
EP00040P017042,41,0,0,30,True,1,NA,False
EP00279P011822,5,0,0,16,True,1,NA,False
EP00250P012603,62,0,0,13,False,1,NA,False
EP00803P007114,5,0,0,30,True,1,NA,False
EP00903P022363,29,0,0,4,False,1,NA,False
EP00906P032525,1,60,0,26,True,1,NA,True
EP00428P033993,3,7,0,12,False,1,NA,True
EP00102P005501,10,29,0,27,False,1,NA,True
EP00659P004746,4,25,0,30,False,1,NA,True
EP00129P012245,9,0,24,21,False,1,NA,False
EP00913P013085,11,0,0,16,True,1,NA,False
EP00163P009480,5,0,0,23,False,1,NA,False
EP00908P024305,3,67,0,12,False,1,NA,True
EP00593P003672,4,16,0,15,True,1,NA,True
EP00884P010487,24,0,0,24,False,1,NA,False
EP01027P021789,5,0,0,13,True,1,NA,False
EP00103P022836,10,0,0,30,True,1,NA,False
EP00315P040351,6,0,0,13,True,1,NA,False
EP00327P027528,7,3,0,24,False,1,NA,True
EP00416P025022,6,0,0,21,True,1,NA,False
EP00759P055017,9,0,0,10,True,1,NA,False
EP00818P009811,5,0,0,25,False,1,NA,False
EP00029P003058,32,0,0,30,True,1,NA,False
EP00754P007062,6,0,0,30,True,1,NA,False
EP00011P009308,66,0,0,27,False,1,NA,False
EP00435P056767,14,0,0,28,False,1,NA,False
EP01036P026575,26,0,0,20,False,1,NA,False
EP00443P050965,3,63,4,14,False,1,NA,True
EP00060P006597,9,19,0,30,False,1,NA,True
EP01092P000732,5,0,0,14,True,1,NA,False
EP00042P045333,10,20,0,16,False,1,NA,True
EP00331P012250,13,0,0,30,False,1,NA,False
EP01025P039219,3,27,0,30,True,1,NA,True
EP00439P050728,9,0,0,30,False,1,NA,False
EP01046P073116,16,0,0,30,False,1,NA,False
EP00063P065931,32,0,0,12,False,1,NA,False
EP00602P004759,5,64,0,29,False,1,NA,True
EP00262P012709,10,2,0,30,False,1,NA,True
EP00525P004381,8,0,20,12,False,1,NA,False
EP01034P000744,11,8,0,13,False,1,NA,True
EP01122P014716,9,0,0,14,True,1,NA,False
EP01030P021447,7,3,0,22,False,1,NA,True
EP00054P032903,11,3,0,30,False,1,NA,True
EP00854P026767,11,59,0,11,False,1,NA,True
EP01042P008840,28,14,0,21,False,1,NA,True
EP00753P012880,11,2,0,17,False,1,NA,True
EP00339P029351,35,0,0,26,True,1,NA,False
EP01155P017691,6,0,0,11,True,1,NA,False
EP01025P063959,49,0,0,13,False,1,NA,False
EP01099P004951,2,32,0,30,False,1,NA,True
EP00764P003383,3,0,0,13,True,1,NA,False
EP00003P026730,15,0,0,30,True,1,NA,False
EP00634P013283,5,64,0,13,False,1,NA,True
EP00897P007897,4,20,0,15,False,1,NA,True
XP_015639080.2,10,0,0,13,True,1,NA,False
EP00294P016426,19,0,0,13,False,1,NA,False
EP00117P025071,4,1,0,24,True,1,NA,True
EP00029P008488,7,0,0,27,True,1,NA,False
EP01117P008970,7,0,0,14,True,1,NA,False
EP01041P011831,3,0,0,12,True,1,NA,False
EP01083P060851,12,0,0,12,False,1,NA,False
EP01109P005559,9,38,0,12,False,1,NA,True
EP00901P004111,1,18,0,21,True,1,NA,True
EP00419P055237,15,55,0,30,False,1,NA,True
EP00299P012462,13,0,0,20,False,1,NA,False
EP00446P002297,5,63,2,14,False,1,NA,True
EP01035P032072,6,50,0,13,False,1,NA,True
EP00052P023253,6,61,3,20,False,1,NA,True
EP00863P015953,4,0,27,30,False,1,NA,False
EP00312P000992,5,0,0,11,True,1,NA,False
EP01125P015527,21,41,0,30,False,1,NA,True
EP00966P183040,6,0,0,13,True,1,NA,False
EP00631P006541,20,0,0,17,False,1,NA,False
EP00609P011089,3,0,0,22,True,1,NA,False
EP01037P025699,20,0,0,20,False,1,NA,False
EP01030P015614,1,26,0,11,True,1,NA,True
EP00824P013066,7,0,0,15,False,1,NA,False
EP00051P035634,51,0,0,30,True,1,NA,False
EP00408P031490,4,10,0,29,True,1,NA,True
EP00118P012882,9,37,3,10,False,1,NA,True
EP00401P030033,3,0,0,14,True,1,NA,False
EP00930P038402,4,65,0,15,False,1,NA,True
EP00480P013462,1,3,0,26,True,1,NA,True
EP00421P064048,3,0,0,26,True,1,NA,False
EP00449P047018,10,0,0,30,True,1,NA,False
EP00770P002484,5,19,0,30,False,1,NA,True
EP01126P058724,5,0,0,11,True,1,NA,False
EP00080P015721,5,60,5,23,False,1,NA,True
EP00396P000110,5,0,0,30,True,1,NA,False
EP00092P072485,11,0,0,30,False,1,NA,False
EP00672P012284,13,0,0,15,True,1,NA,False
EP01136P018510,17,0,0,18,False,1,NA,False
EP00264P182256,5,0,0,22,True,1,NA,False
EP01043P005884,30,12,0,16,False,1,NA,True
EP00303P003571,3,0,0,18,True,1,NA,False
EP00227P018676,3,2,0,18,True,1,NA,True
EP01062P067030,31,0,0,30,True,1,NA,False
EP00860P001778,6,1,0,22,False,1,NA,True
EP00829P018975,36,0,0,30,False,1,NA,False
EP01029P027752,1,15,0,30,True,1,NA,True
EP00865P002621,9,61,0,30,False,1,NA,True
EP01137P028877,7,61,2,30,False,1,NA,True
EP00440P004914,8,7,0,19,True,1,NA,True
EP00918P078850,1,7,0,28,True,1,NA,True
EP01006P031575,5,0,0,13,True,1,NA,False
EP00736P001422,3,0,0,13,True,1,NA,False
EP00348P009215,6,0,0,10,True,1,NA,False
EP00467P001801,5,60,5,13,False,1,NA,True
EP00880P008216,11,0,0,30,True,1,NA,False
EP01012P067595,55,3,0,30,False,1,NA,True
EP00005P009401,10,0,0,10,True,1,NA,False
EP01037P010213,7,1,0,13,True,1,NA,True
EP00934P008781,5,0,0,9,True,1,NA,False
EP00331P035155,32,0,0,30,True,1,NA,False
EP00648P007567,10,39,0,30,False,1,NA,True
EP00268P044816,6,2,0,30,False,1,NA,True
EP00389P002215,7,0,0,11,True,1,NA,False
EP00647P016045,31,2,0,24,False,1,NA,True
EP00966P307496,13,0,0,10,True,1,NA,False
EP00088P037788,29,0,0,30,True,1,NA,False
EP01104P016383,6,1,1,30,False,1,NA,True
EP00953P004142,5,30,0,14,False,1,NA,True
EP00117P044995,3,23,0,30,False,1,NA,True
EP00382P003730,7,0,0,30,False,1,NA,False
EP01040P018803,12,0,0,19,False,1,NA,False
EP00186P002962,13,0,0,26,False,1,NA,False
EP00998P006634,7,0,0,18,False,1,NA,False
EP00520P010086,20,3,0,30,False,1,NA,True
EP01094P011197,59,4,0,10,False,1,NA,True
EP00754P030533,3,38,0,12,False,1,NA,True
EP01026P008305,7,0,0,14,False,1,NA,False
EP00708P005829,7,20,0,16,False,1,NA,True
EP00057P008717,45,0,0,29,False,1,NA,False
EP01093P003971,7,0,0,23,False,1,NA,False
EP00030P008937,9,0,0,30,False,1,NA,False
EP00372P004042,36,0,0,24,True,1,NA,False
EP00541P004418,56,0,0,30,True,1,NA,False
EP01086P006405,2,62,6,29,False,1,NA,True
EP00923P029404,5,0,0,19,True,1,NA,False
EP00730P016954,30,0,1,30,False,1,NA,False
EP01030P023948,9,0,0,30,False,1,NA,False
EP00100P010575,8,62,0,11,False,1,NA,True
EP00435P007141,12,0,0,11,False,1,NA,False
EP01016P013654,5,0,0,23,True,1,NA,False
EP01033P002750,5,0,0,12,True,1,NA,False
EP00565P000161,8,1,0,11,False,1,NA,True
EP01126P003997,9,0,0,14,True,1,NA,False
EP00922P028588,12,56,2,16,False,1,NA,True
EP00854P006282,13,48,0,30,False,1,NA,True
XP_001639219.1,3,0,0,30,True,1,NA,False
EP00799P000356,36,0,0,10,True,1,NA,False
EP00515P012798,3,0,0,30,True,1,NA,False
EP00630P009299,7,63,0,30,False,1,NA,True
EP00892P009869,10,47,13,30,False,1,NA,True
EP00151P007413,2,40,0,17,False,1,NA,True
EP00021P002842,64,0,0,18,False,1,NA,False
EP01088P008006,33,0,0,30,False,1,NA,False
EP00419P084169,62,0,0,12,False,1,NA,False
EP01028P005176,17,30,0,30,False,1,NA,True
EP01087P011463,1,3,0,11,True,1,NA,True
EP00434P025184,9,3,0,14,False,1,NA,True
EP01062P026815,15,0,1,30,False,1,NA,False
EP00927P059305,11,0,0,30,False,1,NA,False
EP00286P001429,45,0,0,28,False,1,NA,False
EP00154P008417,3,43,0,27,False,1,NA,True
EP00440P070412,3,0,0,17,True,1,NA,False
EP00456P056962,2,67,0,30,False,1,NA,True
EP01155P004752,13,0,0,12,True,1,NA,False
CBJ48405.1,6,0,0,12,True,1,NA,False
EP01080P000903,11,0,0,13,True,1,NA,False
EP01139P017473,6,5,0,13,False,1,NA,True
EP00045P021159,3,0,0,11,True,1,NA,False
XP_030840811.1,4,66,0,27,False,1,NA,True
EP00068P014049,7,0,0,24,True,1,NA,False
EP00303P015548,3,64,3,30,False,1,NA,True
EP00088P055946,3,0,0,30,False,1,NA,False
EP00418P085950,3,0,0,30,True,1,NA,False
EP01129P000429,1,5,0,27,True,1,NA,True
EP00326P033849,3,0,0,10,True,1,NA,False
EP00040P033453,29,0,13,17,False,1,NA,False
EP00519P005251,30,0,0,25,True,1,NA,False
EP00658P077544,15,0,0,25,True,1,NA,False
EP00613P069516,14,0,0,20,True,1,NA,False
EP01132P019536,17,0,0,30,False,1,NA,False
EP00333P018658,2,12,0,11,False,1,NA,True
EP00971P037319,3,0,0,23,True,1,NA,False
EP01126P009328,10,59,1,27,False,1,NA,True
EP00746P154590,17,0,0,24,True,1,NA,False
EP00299P017403,13,1,0,30,False,1,NA,True
EP00231P008958,35,0,0,29,True,1,NA,False
EP00871P000651,4,0,1,25,False,1,NA,False
EP01051P024235,5,0,0,26,False,1,NA,False
EP00609P015799,64,0,0,30,False,1,NA,False
EP00861P000961,1,31,0,14,True,1,NA,True
EP00257P005507,3,9,0,30,False,1,NA,True
EP00333P014485,15,1,0,24,False,1,NA,True
EP00756P034645,3,18,32,30,False,1,NA,True
EP00475P024295,67,3,0,13,False,1,NA,True
EP00295P029024,28,3,0,23,False,1,NA,True
XP_002679755.1,5,61,4,30,False,1,NA,True
EP00747P184313,22,0,0,18,False,1,NA,False
EP00004P016310,30,0,0,28,False,1,NA,False
EP01127P024743,11,0,0,30,False,1,NA,False
EP01111P007228,3,0,0,30,True,1,NA,False
EP00957P108644,16,0,0,14,False,1,NA,False
EP00274P003292,13,0,0,26,True,1,NA,False
EP01041P031515,14,0,0,11,True,1,NA,False
EP00825P037460,8,20,0,18,False,1,NA,True
EP00967P130295,5,0,0,24,True,1,NA,False
EP01043P015238,11,0,0,30,True,1,NA,False
EP00443P004970,3,0,0,26,True,1,NA,False
EP00178P021543,15,0,0,25,False,1,NA,False
EP00930P056237,2,14,0,25,False,1,NA,True
EP00747P097948,12,1,1,11,False,1,NA,True
EP00884P001397,23,0,0,22,False,1,NA,False
EP00895P009301,3,47,0,30,False,1,NA,True
EP00211P004594,43,0,0,14,False,1,NA,False
EP00917P011304,10,2,0,13,False,1,NA,True
EP00794P009600,18,10,0,16,False,1,NA,True
EP00357P015446,4,1,0,15,False,1,NA,True
EP00437P038042,56,0,0,29,True,1,NA,False
EP00542P006448,4,5,0,19,True,1,NA,True
EP01102P003585,6,0,0,23,True,1,NA,False
EP01039P012274,5,0,0,24,True,1,NA,False
EP01087P024925,10,0,24,23,False,1,NA,False
XP_005782427.1,4,64,2,30,False,1,NA,True
EP00913P023253,3,0,0,22,True,1,NA,False
EP00845P016583,4,22,0,28,True,1,NA,True
EP01123P009388,17,9,0,13,False,1,NA,True
EP01155P042314,5,0,0,17,False,1,NA,False
EP01069P001631,66,0,0,24,False,1,NA,False
EP00747P073980,3,9,0,5,False,1,NA,True
EP00828P018079,9,0,0,19,False,1,NA,False
EP00228P007110,22,0,0,12,True,1,NA,False
EP00484P016252,14,52,3,30,False,1,NA,True
EP01035P049996,17,0,0,11,False,1,NA,False
EP00650P007772,7,0,0,11,False,1,NA,False
EP01136P027899,7,0,0,27,False,1,NA,False
EP01030P028929,5,0,0,11,True,1,NA,False
EP00058P017697,3,0,0,19,False,1,NA,False
EP00287P023564,10,0,1,29,False,1,NA,False
EP00769P004726,17,53,0,30,False,1,NA,True
EP01012P060654,4,2,0,19,False,1,NA,True
EP00245P013305,27,0,0,30,False,1,NA,False
EP00307P004760,3,0,0,26,True,1,NA,False
EP00249P002233,11,0,0,30,False,1,NA,False
EP00698P019215,41,0,0,30,True,1,NA,False
EP01117P001103,40,7,0,30,False,1,NA,True
EP00698P003604,11,20,0,28,False,1,NA,True
EP00729P016126,10,0,0,30,False,1,NA,False
NP_001294473.1,4,64,2,25,False,1,NA,True
EP01111P009579,1,14,0,17,True,1,NA,True
EP00924P012961,4,0,0,30,True,1,NA,False
EP00829P017533,34,0,0,30,True,1,NA,False
EP00130P008330,5,58,0,30,False,1,NA,True
EP01027P006554,5,1,1,30,False,1,NA,True
EP00258P025345,6,0,0,18,True,1,NA,False
NP_001319277.1,7,0,0,28,True,1,NA,False
EP00048P018063,3,0,0,20,True,1,NA,False
EP00933P079115,19,0,0,13,False,1,NA,False
EP00686P011217,5,23,0,30,False,1,NA,True
EP00756P065794,23,0,0,30,True,1,NA,False
EP01036P016103,9,0,0,30,False,1,NA,False
EP00429P073848,31,0,0,30,False,1,NA,False
XP_007717140.1,8,33,14,11,False,1,NA,True
EP00350P011468,3,0,0,26,True,1,NA,False
EP01155P006758,3,0,0,24,False,1,NA,False
EP01104P006767,47,0,0,16,False,1,NA,False
EP00206P004317,3,0,0,23,True,1,NA,False
EP00832P008483,20,0,0,30,True,1,NA,False
EP00158P000179,14,0,0,20,False,1,NA,False
EP00333P008511,3,0,0,30,True,1,NA,False
EP00444P061693,24,1,0,30,False,1,NA,True
EP00256P003191,29,0,0,28,True,1,NA,False
EP00091P003091,8,0,0,30,True,1,NA,False
EP01031P041976,4,61,5,22,False,1,NA,True
EP01093P014770,10,1,0,30,False,1,NA,True
EP01057P005643,3,16,2,27,False,1,NA,True
EP00638P003560,7,2,0,30,False,1,NA,True
EP00591P010460,13,49,0,24,False,1,NA,True
EP00840P010184,8,0,0,30,True,1,NA,False
EP00276P003050,1,4,0,30,True,1,NA,True
EP00042P054290,8,19,0,30,False,1,NA,True
EP00561P000437,23,0,0,18,True,1,NA,False
EP00131P001305,4,38,0,30,False,1,NA,True
EP00427P027440,10,0,0,27,True,1,NA,False
EP00211P019291,16,0,0,30,True,1,NA,False
EP01016P056885,10,19,0,30,False,1,NA,True
EP00603P010280,12,2,0,30,False,1,NA,True
EP00193P014236,10,2,0,27,False,1,NA,True
EP00064P000327,7,55,0,19,True,1,NA,True
EP00824P009201,1,20,0,13,True,1,NA,True
EP00264P138559,3,0,1,15,False,1,NA,False
EP00953P033239,1,11,0,22,True,1,NA,True
EP00005P009234,1,7,0,30,True,1,NA,True
EP01052P034833,3,0,0,22,True,1,NA,False
EP01038P000216,6,0,0,10,False,1,NA,False
EP00742P009391,6,0,0,24,True,1,NA,False
EP00008P000988,45,0,0,30,True,1,NA,False
